-0.10453,-0.0818538,0.090928
-0.196377,-0.0394043,0.0935389
-0.163814,-0.185674,0.100528
-0.215875,-0.189481,0.110109
-0.127255,-0.202843,0.116915
0.128345,-0.243767,0.121014
0.353275,-0.317997,0.125124
1.10257,1.01239,0.122418
0.750865,0.133875,0.131092
0.43398,-0.367937,0.130948
-0.126954,-0.52854,0.125646
-0.232629,-0.746027,0.120923
-0.468816,-0.764599,0.113865
-0.627288,-0.730663,0.110535
-0.715257,-0.676256,0.105732
-0.755019,-0.63316,0.103537
-0.650265,-0.656094,0.102829
-0.269622,-0.854135,0.105433
-0.139145,-0.81676,0.102806
-0.740069,0.592244,0.0993621
-0.477422,-0.558036,0.083814
-0.49191,-1.31978,0.0777567
-0.0955419,-1.47789,0.084966
0.513413,-1.51619,0.100222
0.944918,-1.47722,0.115909
0.580054,-1.42672,0.124755
0.948088,-1.04498,0.13541
1.33231,-0.753766,0.14282
1.65194,-0.408667,0.144319
1.92622,-0.144122,0.143849
2.05951,0.010692,0.142689
0.678756,0.872804,0.110869
-1.24308,0.0361125,-0.514785
-2.01293,-0.0140852,-0.552715
-0.868073,-0.725286,-0.558699
-0.173593,-1.23614,-0.557133
0.158271,-1.29515,-0.555017
0.283901,-1.32593,-0.559032
-0.168498,-1.14329,-0.575163
-0.649074,-0.868921,-0.583241
-0.93018,-0.645049,-0.587256
-0.983533,-0.57727,-0.589141
-0.765663,-0.649232,-0.587304
0.0614986,-0.146571,-0.580072
0.211771,-0.946608,-0.559393
0.243566,-1.37414,-0.547442
0.717357,-1.41679,1.5645
3.75927,-0.772341,1.06878
5.48736,-0.128596,0.308386
-0.0243008,-0.953844,-0.775072
-0.430712,-1.25193,-0.656497
-0.76132,-1.12092,-0.722492
-0.854609,-0.945488,-0.798789
-1.10045,-0.842206,-0.842023
-1.3658,-0.869987,-0.824393
-1.35305,0.520191,-0.56977
-2.09942,-0.45754,-0.62162
-1.08383,-1.45612,-0.550187
-0.908441,-1.8852,-0.520831
-1.217,-1.79354,-0.532912
-1.97684,-1.41274,-0.594995
-0.33068,-1.83334,-0.469217
-0.360487,-1.50233,-0.476144
-1.1542,-1.35291,-0.538697
-2.04958,-0.947875,-0.600934
-2.15758,-0.0699096,-0.574584
1.18246,-1.57491,-0.332369
1.52037,0.202358,-0.40383
2.45185,-0.96994,-0.354212
-2.1365,-3.39581,0.591751
-0.405557,-2.14086,0.893898
6.45551,1.24767,0.741901
10.7959,7.02723,-3.44338
6.77531,3.50214,-4.84521
0.13206,0.723441,-4.55383
-3.90848,-1.27161,-3.59843
-8.10762,-4.39496,-2.97932
-11.8615,-7.48982,-2.80118
-8.77513,-5.1827,-1.33127
0.429772,2.19932,0.421318
8.25701,3.26286,-2.08643
14.4998,6.20777,-5.10808
6.08667,-0.592946,-9.31387
4.41184,-1.29824,-12.9758
-1.64825,0.0815841,-15.7731
-6.97961,-1.63659,-17.3266
-8.23917,-2.38628,-17.197
-7.12,-1.56637,-16.9032
-2.13848,-0.592273,-16.448
1.52749,-1.7151,-16.0373
5.2993,-2.80074,-15.8346
6.85842,-2.80762,-15.7229
-3.46435,1.97843,-15.6922
-1.2952,1.98536,-14.5277
-0.915194,1.92374,-14.5505
-1.06519,1.65383,-14.4394
-1.93717,0.870429,-14.1368
-2.10877,0.736262,-14.0819
-0.449804,1.27817,-14.1687
0.864287,1.81702,-14.4675
2.2675,2.45979,-14.7932
3.40994,2.68221,-15.016
0.534206,0.530964,-14.7737
-2.75739,-0.820447,-14.2037
-2.85192,-1.44924,-14.2856
-0.994697,-2.61239,-14.1844
-0.469844,-2.02375,-14.2546
-0.983072,-0.514738,-14.3705
-0.70185,-0.289888,-14.3284
-0.545956,0.101016,-14.5133
-0.852407,0.529518,-14.5677
-1.28992,0.844901,-14.6116
-1.83567,1.34967,-14.6691
-1.61423,1.49549,-14.6613
-1.42131,1.66562,-14.655
-0.630725,2.39289,-14.7293
-0.42602,1.09704,-14.1256
-0.540371,0.475916,-13.9879
-0.685843,0.0643382,-13.8941
-0.578098,-0.0249256,-13.8711
0.0966367,0.155767,-13.9377
0.200689,0.140395,-13.934
0.123686,0.0951668,-13.9089
0.25001,0.162389,-13.9223
0.333538,0.192146,-13.9259
0.295431,0.163418,-13.9093
0.0139461,-0.00257572,-13.85
-0.718448,0.517555,-13.5884
0.254874,0.8011,-13.6563
-0.0551015,0.316336,-13.585
